=> [0] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6354] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6355] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6356] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6357] [1.55048836617544E-5, 0.9999909125396318] == [1.0, 0.0]
=> [6363] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6364] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6365] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6366] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6367] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6374] [1.5493723046045016E-5, 0.9999907952385017] == [1.0, 0.0]
=> [6375] [1.550488358476043E-5, 0.9999909125392585] == [1.0, 0.0]
=> [6376] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6377] [1.5481831595720585E-5, 0.9999908549197705] == [1.0, 0.0]
=> [6378] [1.5504871909044482E-5, 0.9999909124832871] == [1.0, 0.0]
=> [6379] [1.550488371682146E-5, 0.9999909125397295] == [1.0, 0.0]
=> [6380] [1.550488371093728E-5, 0.9999909125396854] == [1.0, 0.0]
=> [6381] [1.5504883718597817E-5, 0.9999909125397319] == [1.0, 0.0]
=> [6382] [1.5504883407402303E-5, 0.9999909125386353] == [1.0, 0.0]
=> [6383] [1.550488371832026E-5, 0.9999909125397319] == [1.0, 0.0]
=> [6384] [1.549492249569573E-5, 0.9999908675060705] == [1.0, 0.0]
=> [6386] [1.7117335461835914E-6, 0.005039553994158674] == [1.0, 0.0]
=> [6387] [7.425915433678654E-7, 3.19753933075706E-6] == [1.0, 0.0]
=> [6389] [1.5449311504045493E-5, 0.9999907527113696] == [1.0, 0.0]
=> [6396] [1.5504920361064656E-5, 0.9999908868449349] == [1.0, 0.0]
=> [6397] [1.5484534946819117E-5, 0.9999908416390536] == [1.0, 0.0]
=> [6398] [1.5504920361064656E-5, 0.9999908868449349] == [1.0, 0.0]
=> [6399] [1.5504880516159503E-5, 0.9999909125305968] == [1.0, 0.0]
=> [6400] [1.913801104905244E-4, 5.531516915494028E-4] == [1.0, 0.0]
=> [6403] [1.5554471001766323E-5, 0.9999907615258607] == [1.0, 0.0]
=> [6404] [1.5725319725601317E-5, 0.9999901707390844] == [1.0, 0.0]
=> [6405] [1.7726571435561223E-5, 0.9999856409066402] == [1.0, 0.0]
=> [6406] [3.289247227505898E-5, 0.9996600302393767] == [1.0, 0.0]
=> [6424] [6.051150406471972E-6, 0.8662367765500681] == [1.0, 0.0]
=> [6425] [6.051846833055041E-6, 0.9973748890720417] == [1.0, 0.0]
=> [6426] [1.5189917557056898E-5, 0.9999905309147962] == [1.0, 0.0]
=> [6427] [5.14351363811727E-6, 0.9972882496788377] == [1.0, 0.0]
=> [6445] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6452] [1.549950846124748E-5, 0.9999908616780034] == [1.0, 0.0]
=> [6453] [1.550426990176712E-5, 0.9999909116172596] == [1.0, 0.0]
=> [6454] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6455] [1.5504732031823565E-5, 0.9999909120747642] == [1.0, 0.0]
=> [6456] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6458] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6459] [1.0971823362182498E-5, 0.9975592402242475] == [1.0, 0.0]
=> [6460] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6461] [1.5504340716898657E-5, 0.9999909111309266] == [1.0, 0.0]
=> [6462] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6469] [4.631138218580411E-6, 0.8690440483786968] == [1.0, 0.0]
=> [6481] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6482] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6483] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6484] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6485] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6486] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6489] [4.77540777431007E-5, 0.3417758995078392] == [1.0, 0.0]
=> [6493] [1.5504883678352233E-5, 0.9999909125395503] == [1.0, 0.0]
=> [6494] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6495] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6496] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6497] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6498] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6510] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6511] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6512] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6513] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6514] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6515] [1.550488371876435E-5, 0.9999909125397335] == [1.0, 0.0]
=> [6521] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6522] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6523] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6524] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6525] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6526] [1.5498761554433305E-5, 0.9999909108950875] == [1.0, 0.0]
=> [6537] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6548] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6559] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6560] [1.5504770135454926E-5, 0.9999909059406031] == [1.0, 0.0]
=> [6561] [1.5504961416112906E-5, 0.9999909113080676] == [1.0, 0.0]
=> [6563] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6564] [1.5504886304140708E-5, 0.9999909125120614] == [1.0, 0.0]
=> [6565] [1.550488371721004E-5, 0.9999909125397104] == [1.0, 0.0]
=> [6566] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6567] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6568] [1.5621664150478054E-5, 0.9999906751259067] == [1.0, 0.0]
=> [6569] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6570] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6577] [1.5506757102545787E-5, 0.999990908412993] == [1.0, 0.0]
=> [6578] [1.649542225878875E-5, 0.9999895193608821] == [1.0, 0.0]
=> [6579] [1.5506757104932767E-5, 0.9999909013000138] == [1.0, 0.0]
=> [6581] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6592] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6603] [1.574732903003584E-5, 0.9999888861616018] == [1.0, 0.0]
=> [6610] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6611] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6612] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6613] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6614] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6616] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6617] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6618] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6619] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6620] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6632] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6633] [1.5504883717654128E-5, 0.9999909125397342] == [1.0, 0.0]
=> [6634] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6635] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6636] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6649] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6650] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6651] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6652] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6653] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6671] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6672] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6673] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6674] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6675] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6698] [1.5509788852785533E-5, 0.9999908804889697] == [1.0, 0.0]
=> [6699] [1.3962546771106865E-5, 0.9998528061609755] == [1.0, 0.0]
=> [6700] [1.5322240826065592E-5, 0.9998849364045086] == [1.0, 0.0]
=> [6701] [1.5505266320936517E-5, 0.9999909096370525] == [1.0, 0.0]
=> [6703] [1.5608326354388247E-5, 0.9999903451778956] == [1.0, 0.0]
=> [6704] [1.552465158971561E-5, 0.9999907419372298] == [1.0, 0.0]
=> [6705] [3.4405495463463165E-5, 0.9843491902657238] == [1.0, 0.0]
=> [6706] [3.4405495463463165E-5, 0.9843491902657238] == [1.0, 0.0]
=> [6707] [3.457959126618171E-5, 0.9997838013999498] == [1.0, 0.0]
=> [6714] [1.527135433154747E-5, 0.9999873787899627] == [1.0, 0.0]
=> [6716] [1.5503541876571436E-5, 0.9999909105675684] == [1.0, 0.0]
=> [6717] [1.549325939415036E-5, 0.9999908870045008] == [1.0, 0.0]
=> [6718] [3.920334415541404E-6, 0.989292356234424] == [1.0, 0.0]
=> [6719] [1.4537349283250123E-5, 0.9999879260371543] == [1.0, 0.0]
=> [6720] [2.9408758984161842E-6, 0.99696251148033] == [1.0, 0.0]
=> [6743] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6744] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6745] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6746] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6747] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6760] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6761] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6762] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6763] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6764] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6770] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6776] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6777] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6778] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6779] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6780] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6781] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6782] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6783] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6784] [1.5504883719430484E-5, 0.9999909125397335] == [1.0, 0.0]
=> [6785] [1.5505525543801912E-5, 0.999990910415929] == [1.0, 0.0]
=> [6786] [1.550488374424397E-5, 0.9999909125396729] == [1.0, 0.0]
=> [6792] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6793] [1.5504883718930884E-5, 0.9999909125397302] == [1.0, 0.0]
=> [6794] [1.550482034412548E-5, 0.9999909124705977] == [1.0, 0.0]
=> [6796] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6797] [1.550488378038173E-5, 0.9999909125283069] == [1.0, 0.0]
=> [6803] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6814] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6815] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6816] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6817] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6818] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6819] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [7222] [0.9977145265162065, 0.0] == [0.0, 1.0]
=> [7223] [0.9977145265162065, 0.0] == [0.0, 1.0]
=> [7224] [0.9977145265162065, 0.0] == [0.0, 1.0]
=> [7225] [0.9977145265162065, 0.0] == [0.0, 1.0]
=> [7226] [0.9977145265162065, 0.0] == [0.0, 1.0]
=> [11356] [0.9999999999982185, 0.0] == [0.0, 1.0]
=> [11359] [1.0, 0.0] == [0.0, 1.0]
=> [11577] [0.9977145265162065, 0.0] == [0.0, 1.0]
=> [11578] [0.9977145265162065, 0.0] == [0.0, 1.0]
=> [11579] [0.9977145265162065, 0.0] == [0.0, 1.0]
=> [11580] [0.9977145265162065, 0.0] == [0.0, 1.0]
=> [11581] [0.9977145265162065, 0.0] == [0.0, 1.0]
